month,regional_team,chemical,bnf_name,items,quantity,total_list_size,rate
2021-07-01,Y59,Atorvastatin,Atorvastatin 80mg tablets,65782,2241207.0,9497446,0.006926283129169673
2021-07-01,Y62,Atorvastatin,Lipitor 80mg tablets,61,2298.0,7643465,7.980673686606793e-06
2021-07-01,Y56,Atorvastatin,Atorvastatin 20mg tablets,249648,9079935.0,10460704,0.023865315374567524
2021-07-01,Y63,Atorvastatin,Atorvastatin 40mg tablets,252616,7075244.0,8967500,0.028170170058544743
2021-07-01,Y61,Atorvastatin,Lipitor 80mg tablets,76,2464.0,7035175,1.0802858493214454e-05
2021-07-01,Y60,Atorvastatin,Lipitor 20mg chewable tablets,15,610.0,11418790,1.3136242981962186e-06
2021-07-01,Y60,Atorvastatin,Atorvastatin 20mg/5ml oral solution,4,1340.0,11418790,3.5029981285232496e-07
2021-07-01,Y59,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,181,7643.0,9497446,1.905775510595164e-05
2021-07-01,Y60,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,60,16030.0,11418790,5.2544971927848745e-06
2021-07-01,Y58,Atorvastatin,Lipitor 10mg chewable tablets,4,118.0,5945975,6.727239855532524e-07
2021-07-01,Y62,Atorvastatin,Atorvastatin 40mg tablets,161606,5044145.0,7643465,0.021143028717996355
2021-07-01,Y63,Atorvastatin,Lipitor 10mg tablets,388,12586.0,8967500,4.3267354335098966e-05
2021-07-01,Y61,Atorvastatin,Atorvastatin 30mg tablets,161,5054.0,7035175,2.2885002860625357e-05
2021-07-01,Y60,Atorvastatin,Atorvastatin 40mg tablets,207808,6691551.0,11418790,0.018198775877303987
2021-07-01,Y62,Atorvastatin,Atorvastatin 30mg tablets,42,1468.0,7643465,5.4948900793030385e-06
2021-07-01,Y58,Atorvastatin,Lipitor 80mg tablets,55,2016.0,5945975,9.249954801357221e-06
2021-07-01,Y58,Atorvastatin,Atorvastatin 80mg tablets,56759,1744879.0,5945975,0.009545785174004263
2021-07-01,Y63,Atorvastatin,Atorvastatin 60mg tablets,379,10556.0,8967500,4.226373013660441e-05
2021-07-01,Y59,Atorvastatin,Lipitor 10mg tablets,459,19306.0,9497446,4.832878228525859e-05
2021-07-01,Y58,Atorvastatin,Atorvastatin 60mg tablets,111,3948.0,5945975,1.8668090599102756e-05
2021-07-01,Y59,Atorvastatin,Lipitor 40mg tablets,468,16464.0,9497446,4.927640546732248e-05
2021-07-01,Y61,Atorvastatin,Atorvastatin 60mg tablets,428,13318.0,7035175,6.0837150461786666e-05
2021-07-01,Y60,Atorvastatin,Atorvastatin 30mg tablets,143,4711.0,11418790,1.2523218309470617e-05
2021-07-01,Y61,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,32,6930.0,7035175,4.548571997142928e-06
2021-07-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,32,7560.0,7643465,4.18658291756422e-06
2021-07-01,Y58,Atorvastatin,Lipitor 10mg tablets,248,9492.0,5945975,4.170888710430165e-05
2021-07-01,Y58,Atorvastatin,Atorvastatin 10mg tablets,52053,1754201.0,5945975,0.008754325405000861
2021-07-01,Y59,Atorvastatin,Lipitor 10mg chewable tablets,4,174.0,9497446,4.211658586950639e-07
2021-07-01,Y56,Atorvastatin,Lipitor 20mg chewable tablets,13,443.0,10460704,1.2427461861075508e-06
2021-07-01,Y62,Atorvastatin,Lipitor 10mg tablets,342,13490.0,7643465,4.47441049314676e-05
2021-07-01,Y61,Atorvastatin,Lipitor 10mg tablets,453,15582.0,7035175,6.439072233455458e-05
2021-07-01,Y63,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,105,3316.0,8967500,1.1708948982436577e-05
2021-07-01,Y59,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,16,4730.0,9497446,1.6846634347802557e-06
2021-07-01,Y56,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,52,1592.0,10460704,4.970984744430203e-06
2021-07-01,Y62,Atorvastatin,Atorvastatin 60mg tablets,144,3850.0,7643465,1.883962312903899e-05
2021-07-01,Y58,Atorvastatin,Lipitor 20mg tablets,337,11692.0,5945975,5.6676995782861514e-05
2021-07-01,Y62,Atorvastatin,Atorvastatin 10mg/5ml oral liquid,1,460.0,7643465,1.3083071617388188e-07
2021-07-01,Y59,Atorvastatin,Atorvastatin 30mg tablets,105,4323.0,9497446,1.1055603790745427e-05
2021-07-01,Y56,Atorvastatin,Atorvastatin 80mg tablets,78442,2023571.0,10460704,0.0074987304869729605
2021-07-01,Y61,Atorvastatin,Lipitor 40mg tablets,248,8085.0,7035175,3.5251432977857694e-05
2021-07-01,Y58,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,29,1016.0,5945975,4.87724889526108e-06
2021-07-01,Y59,Atorvastatin,Lipitor 80mg tablets,59,2688.0,9497446,6.212196415752193e-06
2021-07-01,Y59,Atorvastatin,Atorvastatin 20mg/5ml oral solution,6,1000.0,9497446,6.317487880425959e-07
2021-07-01,Y56,Atorvastatin,Lipitor 40mg tablets,261,10066.0,10460704,2.4950519582620825e-05
2021-07-01,Y56,Atorvastatin,Lipitor 10mg tablets,399,19635.0,10460704,3.814274832745483e-05
2021-07-01,Y63,Atorvastatin,Atorvastatin 10mg tablets,85535,2542560.0,8967500,0.0095383328686925
2021-07-01,Y62,Atorvastatin,Lipitor 40mg tablets,225,7945.0,7643465,2.943691113912342e-05
2021-07-01,Y58,Atorvastatin,Atorvastatin 20mg tablets,208803,7164238.0,5945975,0.03511669658886894
2021-07-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral solution,4,550.0,7643465,5.233228646955275e-07
2021-07-01,Y63,Atorvastatin,Lipitor 10mg chewable tablets,5,230.0,8967500,5.575689991636465e-07
2021-07-01,Y63,Atorvastatin,Lipitor 80mg tablets,80,2835.0,8967500,8.921103986618344e-06
2021-07-01,Y62,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,165,6611.0,7643465,2.158706816869051e-05
2021-07-01,Y61,Atorvastatin,Atorvastatin 40mg tablets,138796,4256933.0,7035175,0.01972886246610781
2021-07-01,Y63,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,46,11930.0,8967500,5.129634792305548e-06
2021-07-01,Y61,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,118,4933.0,7035175,1.6772859239464547e-05
2021-07-01,Y58,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,10,1900.0,5945975,1.6818099638831311e-06
2021-07-01,Y56,Atorvastatin,Atorvastatin 30mg tablets,81,3182.0,10460704,7.743264698054738e-06
2021-07-01,Y62,Atorvastatin,Atorvastatin 80mg tablets,83659,2400782.0,7643465,0.010945166884390784
2021-07-01,Y62,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,83,2422.0,7643465,1.0858949442432196e-05
2021-07-01,Y61,Atorvastatin,Atorvastatin 10mg tablets,83107,2685914.0,7035175,0.011813067905204916
2021-07-01,Y63,Atorvastatin,Lipitor 40mg tablets,221,7679.0,8967500,2.4644549763033176e-05
2021-07-01,Y62,Atorvastatin,Lipitor 20mg tablets,314,11459.0,7643465,4.1080844878598906e-05
2021-07-01,Y56,Atorvastatin,Atorvastatin 40mg tablets,187017,5544504.0,10460704,0.017878051037482755
2021-07-01,Y60,Atorvastatin,Atorvastatin 10mg tablets,123437,4145773.0,11418790,0.01080998949976311
2021-07-01,Y63,Atorvastatin,Atorvastatin 80mg tablets,147810,3695216.0,8967500,0.016482854753275718
2021-07-01,Y61,Atorvastatin,Atorvastatin 80mg tablets,55188,1613890.0,7035175,0.007844580980572623
2021-07-01,Y58,Atorvastatin,Atorvastatin 40mg tablets,119898,3890196.0,5945975,0.020164565104965965
2021-07-01,Y62,Atorvastatin,Atorvastatin 20mg tablets,291042,9551121.0,7643465,0.038077233296678926
2021-07-01,Y61,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,45,1378.0,7035175,6.396429370982243e-06
2021-07-01,Y63,Atorvastatin,Lipitor 20mg tablets,342,11641.0,8967500,3.813771954279342e-05
2021-07-01,Y62,Atorvastatin,Lipitor 10mg chewable tablets,5,140.0,7643465,6.541535808694093e-07
2021-07-01,Y61,Atorvastatin,Atorvastatin 20mg tablets,244626,7830397.0,7035175,0.034771842917908934
2021-07-01,Y60,Atorvastatin,Lipitor 20mg tablets,437,15701.0,11418790,3.8270254554116505e-05
2021-07-01,Y62,Atorvastatin,Lipitor 20mg chewable tablets,7,290.0,7643465,9.158150132171731e-07
2021-07-01,Y63,Atorvastatin,Atorvastatin 20mg tablets,391055,11747892.0,8967500,0.043608028993587955
2021-07-01,Y60,Atorvastatin,Lipitor 80mg tablets,93,3360.0,11418790,8.144470648816556e-06
2021-07-01,Y60,Atorvastatin,Atorvastatin 10mg/5ml oral liquid,8,1650.0,11418790,7.005996257046499e-07
2021-07-01,Y60,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,138,4690.0,11418790,1.2085343543405212e-05
2021-07-01,Y60,Atorvastatin,Lipitor 10mg chewable tablets,5,298.0,11418790,4.378747660654062e-07
2021-07-01,Y58,Atorvastatin,Lipitor 40mg tablets,292,8986.0,5945975,4.910885094538743e-05
2021-07-01,Y56,Atorvastatin,Lipitor 20mg tablets,377,17318.0,10460704,3.603963939711897e-05
2021-07-01,Y61,Atorvastatin,Lipitor 10mg chewable tablets,12,384.0,7035175,1.705714498928598e-06
2021-07-01,Y56,Atorvastatin,Atorvastatin 10mg tablets,69576,2592389.0,10460704,0.006651177588047611
2021-07-01,Y62,Atorvastatin,Atorvastatin 10mg tablets,72165,2405484.0,7643465,0.009441398632688185
2021-07-01,Y59,Atorvastatin,Atorvastatin 60mg tablets,243,8743.0,9497446,2.5585825915725134e-05
2021-07-01,Y60,Atorvastatin,Lipitor 40mg tablets,315,10031.0,11418790,2.7586110262120594e-05
2021-07-01,Y56,Atorvastatin,Lipitor 10mg chewable tablets,11,526.0,10460704,1.0515544651679276e-06
2021-07-01,Y56,Atorvastatin,Atorvastatin 10mg/5ml oral liquid,7,2125.0,10460704,6.691710232886811e-07
2021-07-01,Y60,Atorvastatin,Atorvastatin 20mg tablets,429720,14473211.0,11418790,0.037632708894725274
2021-07-01,Y58,Atorvastatin,Lipitor 20mg chewable tablets,9,442.0,5945975,1.513628967494818e-06
2021-07-01,Y60,Atorvastatin,Atorvastatin 60mg tablets,326,10619.0,11418790,2.8549434747464486e-05
2021-07-01,Y58,Atorvastatin,Atorvastatin 30mg tablets,47,1904.0,5945975,7.904506830250716e-06
2021-07-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,33,7665.0,10460704,3.1546633955037825e-06
2021-07-01,Y61,Atorvastatin,Atorvastatin 20mg/5ml oral solution,1,200.0,7035175,1.421428749107165e-07
2021-07-01,Y59,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,72,2638.0,9497446,7.58098545651115e-06
2021-07-01,Y61,Atorvastatin,Lipitor 20mg tablets,427,14237.0,7035175,6.0695007586875946e-05
2021-07-01,Y59,Atorvastatin,Atorvastatin 10mg tablets,78174,2947589.0,9497446,0.008231054959406982
2021-07-01,Y63,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,372,12922.0,8967500,4.14831335377753e-05
2021-07-01,Y60,Atorvastatin,Lipitor 10mg tablets,505,18207.0,11418790,4.422535137260603e-05
2021-07-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral solution,2,1300.0,10460704,1.9119172093962318e-07
2021-07-01,Y59,Atorvastatin,Lipitor 20mg tablets,679,24136.0,9497446,7.14929045134871e-05
2021-07-01,Y59,Atorvastatin,Atorvastatin 40mg tablets,159586,5756947.0,9497446,0.016803043681427616
2021-07-01,Y59,Atorvastatin,Lipitor 20mg chewable tablets,15,550.0,9497446,1.5793719701064897e-06
2021-07-01,Y60,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,289,12502.0,11418790,2.530916147858048e-05
2021-07-01,Y58,Atorvastatin,Atorvastatin 20mg/5ml oral solution,1,200.0,5945975,1.681809963883131e-07
2021-07-01,Y63,Atorvastatin,Lipitor 20mg chewable tablets,8,322.0,8967500,8.921103986618344e-07
2021-07-01,Y56,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,123,4414.0,10460704,1.1758290837786825e-05
2021-08-01,Y59,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,163,7635.0,9505984,1.7147093872659578e-05
2021-08-01,Y58,Atorvastatin,Lipitor 80mg tablets,55,2076.0,5950970,9.24219076889986e-06
2021-08-01,Y59,Atorvastatin,Atorvastatin 80mg tablets,63113,2152514.0,9505984,0.006639291629356834
2021-08-01,Y60,Atorvastatin,Lipitor 20mg tablets,443,16237.0,11425364,3.877338174958802e-05
2021-08-01,Y63,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,46,12190.0,8968617,5.1289959198837455e-06
2021-08-01,Y60,Atorvastatin,Atorvastatin 20mg/5ml oral solution,5,1690.0,11425364,4.376228188441086e-07
2021-08-01,Y63,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,112,3195.0,8968617,1.2487990065803903e-05
2021-08-01,Y58,Atorvastatin,Atorvastatin 30mg tablets,38,1358.0,5950970,6.3855136221489945e-06
2021-08-01,Y60,Atorvastatin,Atorvastatin 30mg tablets,110,3444.0,11425364,9.62770201457039e-06
2021-08-01,Y59,Atorvastatin,Lipitor 20mg tablets,602,21184.0,9505984,6.332853074442373e-05
2021-08-01,Y59,Atorvastatin,Atorvastatin 60mg tablets,248,8988.0,9505984,2.608882994122439e-05
2021-08-01,Y59,Atorvastatin,Atorvastatin 40mg tablets,152943,5507238.0,9505984,0.016089128700405977
2021-08-01,Y58,Atorvastatin,Atorvastatin 10mg tablets,49671,1667373.0,5950970,0.008346706503309544
2021-08-01,Y62,Atorvastatin,Atorvastatin 80mg tablets,80983,2322545.0,7650233,0.010585690658049238
2021-08-01,Y60,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,132,4460.0,11425364,1.1553242417484467e-05
2021-08-01,Y62,Atorvastatin,Lipitor 80mg tablets,62,2158.0,7650233,8.104328325686289e-06
2021-08-01,Y62,Atorvastatin,Lipitor 10mg chewable tablets,4,168.0,7650233,5.228598919797607e-07
2021-08-01,Y62,Atorvastatin,Atorvastatin 20mg tablets,281551,9244137.0,7650233,0.0368029313616984
2021-08-01,Y60,Atorvastatin,Atorvastatin 60mg tablets,274,8533.0,11425364,2.398173047265715e-05
2021-08-01,Y61,Atorvastatin,Lipitor 20mg chewable tablets,6,240.0,7045200,8.516436722875149e-07
2021-08-01,Y58,Atorvastatin,Lipitor 20mg chewable tablets,5,206.0,5950970,8.401991608090782e-07
2021-08-01,Y59,Atorvastatin,Lipitor 10mg chewable tablets,4,144.0,9505984,4.2078757969716757e-07
2021-08-01,Y62,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,80,2336.0,7650233,1.0457197839595212e-05
2021-08-01,Y59,Atorvastatin,Atorvastatin 20mg tablets,239068,9168972.0,9505984,0.025149211275760617
2021-08-01,Y63,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,366,13622.0,8968617,4.080896753646632e-05
2021-08-01,Y63,Atorvastatin,Atorvastatin 10mg tablets,82296,2432341.0,8968617,0.009175996700494625
2021-08-01,Y62,Atorvastatin,Atorvastatin 10mg tablets,69187,2307107.0,7650233,0.009043776836600924
2021-08-01,Y60,Atorvastatin,Atorvastatin 10mg tablets,118532,3986772.0,11425364,0.010374461592645975
2021-08-01,Y61,Atorvastatin,Atorvastatin 80mg tablets,53364,1565751.0,7045200,0.007574518821325158
2021-08-01,Y63,Atorvastatin,Atorvastatin 40mg tablets,246435,6869421.0,8968617,0.02747748064166415
2021-08-01,Y56,Atorvastatin,Atorvastatin 60mg tablets,239,7427.0,10484991,2.2794487854114513e-05
2021-08-01,Y60,Atorvastatin,Lipitor 10mg tablets,465,17143.0,11425364,4.06989221525021e-05
2021-08-01,Y56,Atorvastatin,Atorvastatin 30mg tablets,69,2681.0,10484991,6.580835405581178e-06
2021-08-01,Y58,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,32,1124.0,5950970,5.3772746291781e-06
2021-08-01,Y61,Atorvastatin,Lipitor 40mg tablets,267,8062.0,7045200,3.789814341679441e-05
2021-08-01,Y59,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,58,2018.0,9505984,6.1014199056089305e-06
2021-08-01,Y56,Atorvastatin,Lipitor 10mg tablets,354,16778.0,10484991,3.3762546863416475e-05
2021-08-01,Y62,Atorvastatin,Atorvastatin 30mg tablets,38,1364.0,7650233,4.967168973807726e-06
2021-08-01,Y61,Atorvastatin,Atorvastatin 30mg tablets,164,5355.0,7045200,2.3278260375858742e-05
2021-08-01,Y58,Atorvastatin,Atorvastatin 60mg tablets,113,4200.0,5950970,1.898850103428517e-05
2021-08-01,Y63,Atorvastatin,Atorvastatin 80mg tablets,144670,3596545.0,8968617,0.01613069216803438
2021-08-01,Y58,Atorvastatin,Atorvastatin 20mg tablets,203009,6965368.0,5950970,0.03411359828733803
2021-08-01,Y58,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,10,2050.0,5950970,1.6803983216181564e-06
2021-08-01,Y60,Atorvastatin,Atorvastatin 10mg/5ml oral liquid,6,1350.0,11425364,5.251473826129303e-07
2021-08-01,Y59,Atorvastatin,Lipitor 10mg tablets,406,16657.0,9505984,4.270993933926251e-05
2021-08-01,Y63,Atorvastatin,Lipitor 80mg tablets,61,1988.0,8968617,6.801494589411054e-06
2021-08-01,Y58,Atorvastatin,Lipitor 10mg tablets,247,9492.0,5950970,4.1505838543968464e-05
2021-08-01,Y63,Atorvastatin,Lipitor 20mg tablets,336,11627.0,8968617,3.7463970197411705e-05
2021-08-01,Y58,Atorvastatin,Atorvastatin 80mg tablets,54907,1684487.0,5950970,0.009226563064508812
2021-08-01,Y58,Atorvastatin,Lipitor 20mg tablets,352,11741.0,5950970,5.9150020920959106e-05
2021-08-01,Y58,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,117,4362.0,5950970,1.966066036293243e-05
2021-08-01,Y62,Atorvastatin,Atorvastatin 40mg tablets,156216,4868759.0,7650233,0.020419770221377573
2021-08-01,Y61,Atorvastatin,Lipitor 80mg tablets,68,2576.0,7045200,9.651961619258502e-06
2021-08-01,Y56,Atorvastatin,Lipitor 20mg tablets,376,17920.0,10484991,3.586078423910903e-05
2021-08-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral solution,23,5475.0,7650233,3.0064443788836235e-06
2021-08-01,Y56,Atorvastatin,Lipitor 10mg chewable tablets,8,294.0,10484991,7.629954093427452e-07
2021-08-01,Y61,Atorvastatin,Atorvastatin 20mg tablets,236708,7558953.0,7045200,0.03359847839663885
2021-08-01,Y63,Atorvastatin,Lipitor 10mg tablets,347,11505.0,8968617,3.869046922173173e-05
2021-08-01,Y62,Atorvastatin,Atorvastatin 10mg/5ml oral liquid,1,280.0,7650233,1.3071497299494017e-07
2021-08-01,Y61,Atorvastatin,Atorvastatin 40mg tablets,133339,4082601.0,7045200,0.01892621926985749
2021-08-01,Y59,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,20,5660.0,9505984,2.103937898485838e-06
2021-08-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral solution,2,200.0,10484991,1.907488523356863e-07
2021-08-01,Y60,Atorvastatin,Atorvastatin 40mg tablets,201332,6463071.0,11425364,0.017621495472704415
2021-08-01,Y58,Atorvastatin,Lipitor 40mg tablets,284,9135.0,5950970,4.772331233395564e-05
2021-08-01,Y61,Atorvastatin,Lipitor 10mg tablets,458,15916.0,7045200,6.500880031794698e-05
2021-08-01,Y59,Atorvastatin,Atorvastatin 20mg/5ml oral solution,3,440.0,9505984,3.155906847728757e-07
2021-08-01,Y60,Atorvastatin,Atorvastatin 80mg tablets,103533,3216251.0,11425364,0.00906168066067742
2021-08-01,Y61,Atorvastatin,Atorvastatin 10mg tablets,79246,2555415.0,7045200,0.011248225742349401
2021-08-01,Y61,Atorvastatin,Atorvastatin 60mg tablets,432,13216.0,7045200,6.131834440470107e-05
2021-08-01,Y56,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,52,1797.0,10484991,4.959470160727844e-06
2021-08-01,Y63,Atorvastatin,Lipitor 20mg chewable tablets,11,536.0,8968617,1.226499024320026e-06
2021-08-01,Y60,Atorvastatin,Atorvastatin 20mg tablets,416239,14011004.0,11425364,0.03643113689857058
2021-08-01,Y58,Atorvastatin,Atorvastatin 40mg tablets,114614,3710123.0,5950970,0.019259717323394338
2021-08-01,Y56,Atorvastatin,Atorvastatin 20mg tablets,239977,8663472.0,10484991,0.022887668668480497
2021-08-01,Y56,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,117,4082.0,10484991,1.115880786163765e-05
2021-08-01,Y56,Atorvastatin,Lipitor 80mg tablets,49,2191.0,10484991,4.673346882224315e-06
2021-08-01,Y62,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,167,6630.0,7650233,2.1829400490155007e-05
2021-08-01,Y60,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,289,12415.0,11425364,2.5294598929189476e-05
2021-08-01,Y61,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,115,4734.0,7045200,1.6323170385510703e-05
2021-08-01,Y59,Atorvastatin,Atorvastatin 10mg tablets,74727,2813975.0,9505984,0.00786104836700756
2021-08-01,Y56,Atorvastatin,Atorvastatin 80mg tablets,75320,1911282.0,10484991,0.0071836017789619466
2021-08-01,Y61,Atorvastatin,Lipitor 10mg chewable tablets,15,528.0,7045200,2.1291091807187874e-06
2021-08-01,Y60,Atorvastatin,Lipitor 20mg chewable tablets,10,348.0,11425364,8.752456376882172e-07
2021-08-01,Y63,Atorvastatin,Lipitor 40mg tablets,217,7328.0,8968617,2.4195480752495062e-05
2021-08-01,Y62,Atorvastatin,Lipitor 20mg tablets,319,11753.0,7650233,4.169807638538591e-05
2021-08-01,Y62,Atorvastatin,Atorvastatin 60mg tablets,138,3892.0,7650233,1.803866627330174e-05
2021-08-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,28,7480.0,7650233,3.6600192438583245e-06
2021-08-01,Y58,Atorvastatin,Lipitor 10mg chewable tablets,2,58.0,5950970,3.3607966432363125e-07
2021-08-01,Y62,Atorvastatin,Lipitor 10mg tablets,310,11688.0,7650233,4.052164162843145e-05
2021-08-01,Y61,Atorvastatin,Lipitor 20mg tablets,396,13372.0,7045200,5.620848237097598e-05
2021-08-01,Y62,Atorvastatin,Lipitor 20mg chewable tablets,11,474.0,7650233,1.4378647029443417e-06
2021-08-01,Y63,Atorvastatin,Lipitor 10mg chewable tablets,2,60.0,8968617,2.2299982260364111e-07
2021-08-01,Y59,Atorvastatin,Lipitor 40mg tablets,457,15960.0,9505984,4.80749809804014e-05
2021-08-01,Y60,Atorvastatin,Lipitor 10mg chewable tablets,5,204.0,11425364,4.376228188441086e-07
2021-08-01,Y59,Atorvastatin,Atorvastatin 30mg tablets,105,4284.0,9505984,1.104567396705065e-05
2021-08-01,Y63,Atorvastatin,Atorvastatin 20mg tablets,378476,11325684.0,8968617,0.04220004042986784
2021-08-01,Y56,Atorvastatin,Lipitor 40mg tablets,268,11039.0,10484991,2.5560346212981965e-05
2021-08-01,Y56,Atorvastatin,Atorvastatin 40mg tablets,178622,5232395.0,10484991,0.01703597075095248
2021-08-01,Y56,Atorvastatin,Lipitor 20mg chewable tablets,6,236.0,10484991,5.72246557007059e-07
2021-08-01,Y56,Atorvastatin,Atorvastatin 10mg/5ml oral liquid,5,3450.0,10484991,4.768721308392157e-07
2021-08-01,Y60,Atorvastatin,Lipitor 40mg tablets,296,10178.0,11425364,2.590727087557123e-05
2021-08-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,36,6895.0,10484991,3.433479342042354e-06
2021-08-01,Y62,Atorvastatin,Lipitor 40mg tablets,233,8561.0,7650233,3.0456588707821056e-05
2021-08-01,Y63,Atorvastatin,Atorvastatin 60mg tablets,372,10427.0,8968617,4.147796700427725e-05
2021-08-01,Y60,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,66,15540.0,11425364,5.7766212087422335e-06
2021-08-01,Y59,Atorvastatin,Lipitor 20mg chewable tablets,20,818.0,9505984,2.103937898485838e-06
2021-08-01,Y61,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,35,6380.0,7045200,4.967921421677171e-06
2021-08-01,Y59,Atorvastatin,Lipitor 80mg tablets,61,2436.0,9505984,6.417010590381805e-06
2021-08-01,Y61,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,44,1502.0,7045200,6.2453869301084424e-06
2021-08-01,Y60,Atorvastatin,Lipitor 80mg tablets,79,2548.0,11425364,6.9144405377369155e-06
2021-08-01,Y56,Atorvastatin,Atorvastatin 10mg tablets,65830,2445953.0,10484991,0.006278498474629115
2021-08-01,Y63,Atorvastatin,Atorvastatin 20mg/5ml oral solution,10,2000.0,8968617,1.1149991130182057e-06
2021-08-01,Y63,Atorvastatin,Atorvastatin 30mg tablets,117,3507.0,8968617,1.3045489622313005e-05
2021-09-01,Y60,Atorvastatin,Atorvastatin 40mg tablets,210966,6798405.0,11433345,0.01845181790630826
2021-09-01,Y59,Atorvastatin,Lipitor 20mg chewable tablets,19,662.0,9514059,1.997044584230558e-06
2021-09-01,Y56,Atorvastatin,Lipitor 40mg tablets,261,10640.0,10501848,2.4852768769839365e-05
2021-09-01,Y58,Atorvastatin,Atorvastatin 20mg tablets,210250,7228642.0,5955856,0.035301390765659885
2021-09-01,Y62,Atorvastatin,Atorvastatin 20mg tablets,296721,9733888.0,7657928,0.03874690386224577
2021-09-01,Y61,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,46,1494.0,7053560,6.5215295538706695e-06
2021-09-01,Y58,Atorvastatin,Atorvastatin 60mg tablets,101,3430.0,5955856,1.695809972571533e-05
2021-09-01,Y60,Atorvastatin,Lipitor 10mg chewable tablets,3,114.0,11433345,2.6239040280862687e-07
2021-09-01,Y58,Atorvastatin,Lipitor 80mg tablets,42,1568.0,5955856,7.05188305425786e-06
2021-09-01,Y61,Atorvastatin,Atorvastatin 60mg tablets,417,13150.0,7053560,5.911908312965368e-05
2021-09-01,Y61,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,133,5361.0,7053560,1.8855726753582588e-05
2021-09-01,Y61,Atorvastatin,Lipitor 20mg tablets,414,13720.0,7053560,5.869376598483603e-05
2021-09-01,Y62,Atorvastatin,Atorvastatin 40mg tablets,163829,5123103.0,7657928,0.021393384738012684
2021-09-01,Y56,Atorvastatin,Lipitor 20mg chewable tablets,11,348.0,10501848,1.047434699112004e-06
2021-09-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,32,7155.0,10501848,3.0470827610531022e-06
2021-09-01,Y59,Atorvastatin,Lipitor 10mg tablets,419,17314.0,9514059,4.404008846276862e-05
2021-09-01,Y59,Atorvastatin,Atorvastatin 30mg tablets,99,3756.0,9514059,1.0405653359938171e-05
2021-09-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,44,10590.0,7657928,5.745679510175599e-06
2021-09-01,Y60,Atorvastatin,Lipitor 20mg chewable tablets,11,378.0,11433345,9.620981436316318e-07
2021-09-01,Y63,Atorvastatin,Atorvastatin 60mg tablets,415,10909.0,8968520,4.6272963655095825e-05
2021-09-01,Y61,Atorvastatin,Lipitor 20mg chewable tablets,7,268.0,7053560,9.924066712411888e-07
2021-09-01,Y60,Atorvastatin,Lipitor 80mg tablets,87,3108.0,11433345,7.609321681450179e-06
2021-09-01,Y62,Atorvastatin,Atorvastatin 10mg tablets,72248,2418853.0,7657928,0.009434405755708333
