month,regional_team,chemical,bnf_name,items,quantity,total_list_size,rate
2022-07-01,Y59,Atorvastatin,Atorvastatin 10mg/5ml oral suspension,1,300.0,9609875,1.04059626165793e-07
2022-07-01,Y61,Atorvastatin,Lipitor 20mg chewable tablets,5,234.0,7104254,7.038036646775298e-07
2022-07-01,Y61,Atorvastatin,Lipitor 10mg tablets,450,15425.0,7104254,6.334232982097769e-05
2022-07-01,Y61,Atorvastatin,Lipitor 20mg tablets,490,15902.0,7104254,6.897275913839793e-05
2022-07-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,31,7800.0,7710089,4.020705856962222e-06
2022-07-01,Y58,Atorvastatin,Lipitor 40mg tablets,215,7007.0,6011587,3.57642665738681e-05
2022-07-01,Y61,Atorvastatin,Atorvastatin 10mg tablets,80677,2606734.0,7104254,0.011356153651037815
2022-07-01,Y62,Atorvastatin,Lipitor 80mg tablets,71,2634.0,7710089,9.20871341433283e-06
2022-07-01,Y60,Atorvastatin,Lipitor 10mg tablets,461,16828.0,11599656,3.974255788275101e-05
2022-07-01,Y61,Atorvastatin,Atorvastatin 30mg tablets,184,5691.0,7104254,2.5899974860133096e-05
2022-07-01,Y58,Atorvastatin,Lipitor 20mg tablets,266,9286.0,6011587,4.424788329604146e-05
2022-07-01,Y61,Atorvastatin,Atorvastatin 40mg tablets,143814,4424075.0,7104254,0.020243364046386856
2022-07-01,Y60,Atorvastatin,Lipitor 80mg tablets,92,3115.0,11599656,7.931269685928617e-06
2022-07-01,Y59,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,201,8634.0,9609875,2.0915984859324392e-05
2022-07-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral solution,6,2560.0,10697223,5.6089323369252e-07
2022-07-01,Y63,Atorvastatin,Atorvastatin 10mg/5ml oral solution,2,300.0,9035267,2.2135483101938216e-07
2022-07-01,Y63,Atorvastatin,Atorvastatin 40mg tablets,260738,7331090.0,9035267,0.028857807965165832
2022-07-01,Y56,Atorvastatin,Atorvastatin 10mg/5ml oral solution,3,2100.0,10697223,2.8044661684626e-07
2022-07-01,Y60,Atorvastatin,Lipitor 20mg tablets,428,15106.0,11599656,3.6897645930189655e-05
2022-07-01,Y60,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,25,4770.0,11599656,2.155236327697994e-06
2022-07-01,Y62,Atorvastatin,Atorvastatin 40mg tablets,165045,5159070.0,7710089,0.021406367682655802
2022-07-01,Y62,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,207,8134.0,7710089,2.68479391093929e-05
2022-07-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,3,1100.0,7710089,3.8910056680279564e-07
2022-07-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,3,800.0,10697223,2.8044661684626e-07
2022-07-01,Y56,Atorvastatin,Atorvastatin 40mg tablets,191729,5636710.0,10697223,0.017923249800438863
2022-07-01,Y63,Atorvastatin,Lipitor 10mg tablets,348,12082.0,9035267,3.85157405973725e-05
2022-07-01,Y60,Atorvastatin,Atorvastatin 10mg tablets,117450,3954213.0,11599656,0.010125300267525174
2022-07-01,Y63,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,77,2820.0,9035267,8.522160994246213e-06
2022-07-01,Y61,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,39,8850.0,7104254,5.489668584484733e-06
2022-07-01,Y59,Atorvastatin,Atorvastatin 80mg tablets,70704,2409626.0,9609875,0.007357431808426228
2022-07-01,Y62,Atorvastatin,Lipitor 40mg tablets,230,8673.0,7710089,2.9831043454881e-05
2022-07-01,Y59,Atorvastatin,Lipitor 10mg tablets,425,16940.0,9609875,4.422534112046203e-05
2022-07-01,Y56,Atorvastatin,Lipitor 10mg chewable tablets,7,378.0,10697223,6.5437543930794e-07
2022-07-01,Y58,Atorvastatin,Atorvastatin 80mg tablets,63183,1958734.0,6011587,0.010510203046217246
2022-07-01,Y62,Atorvastatin,Lipitor 10mg tablets,297,11299.0,7710089,3.852095611347677e-05
2022-07-01,Y58,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,139,5708.0,6011587,2.3122014203570537e-05
2022-07-01,Y59,Atorvastatin,Atorvastatin 10mg/5ml oral solution,2,600.0,9609875,2.08119252331586e-07
2022-08-01,Y60,Atorvastatin,Atorvastatin 80mg tablets,119765,3714763.0,11605875,0.010319342574342735
2022-08-01,Y60,Atorvastatin,Lipitor 10mg chewable tablets,3,150.0,11605875,2.5848977349833596e-07
2022-08-01,Y63,Atorvastatin,Atorvastatin 40mg tablets,271982,7667878.0,9036981,0.030096555475772273
2022-08-01,Y61,Atorvastatin,Atorvastatin 20mg/5ml oral solution,3,750.0,7111137,4.218734641169197e-07
2022-08-01,Y59,Atorvastatin,Lipitor 20mg tablets,653,24014.0,9616291,6.790559894662089e-05
2022-08-01,Y61,Atorvastatin,Lipitor 10mg chewable tablets,5,144.0,7111137,7.031224401948661e-07
2022-08-01,Y56,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,36,1470.0,10710176,3.36128930094146e-06
2022-08-01,Y60,Atorvastatin,Atorvastatin 60mg tablets,376,11907.0,11605875,3.2397384945124776e-05
2022-08-01,Y59,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,3,1650.0,9616291,3.1197059240407763e-07
2022-08-01,Y56,Atorvastatin,Atorvastatin 10mg tablets,70381,2585519.0,10710176,0.006571413952487802
2022-08-01,Y60,Atorvastatin,Lipitor 40mg tablets,292,9891.0,11605875,2.515967128717137e-05
2022-08-01,Y61,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,26,766.0,7111137,3.656236689013304e-06
2022-08-01,Y61,Atorvastatin,Atorvastatin 10mg/5ml oral solution,1,300.0,7111137,1.4062448803897323e-07
2022-08-01,Y61,Atorvastatin,Atorvastatin 60mg tablets,518,16043.0,7111137,7.284348480418813e-05
2022-08-01,Y58,Atorvastatin,Lipitor 20mg tablets,256,9753.0,6014193,4.25659768484317e-05
2022-08-01,Y58,Atorvastatin,Lipitor 40mg tablets,175,6573.0,6014193,2.909783573623261e-05
2022-08-01,Y60,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,74,15900.0,11605875,6.3760810796256206e-06
2022-08-01,Y60,Atorvastatin,Lipitor 20mg tablets,460,16523.0,11605875,3.9635098603078186e-05
2022-08-01,Y58,Atorvastatin,Atorvastatin 10mg/5ml oral solution,2,300.0,6014193,3.325466941283727e-07
2022-08-01,Y56,Atorvastatin,Atorvastatin 60mg tablets,322,10568.0,10710176,3.006486541397639e-05
2022-08-01,Y61,Atorvastatin,Atorvastatin 20mg tablets,281616,9014105.0,7111137,0.039602105823583485
2022-08-01,Y58,Atorvastatin,Atorvastatin 10mg tablets,49641,1687563.0,6014193,0.008253975221613273
2022-08-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,4,600.0,7714918,5.184760226874738e-07
2022-08-01,Y59,Atorvastatin,Atorvastatin 30mg tablets,109,4095.0,9616291,1.133493152401482e-05
2022-08-01,Y59,Atorvastatin,Lipitor 10mg chewable tablets,1,56.0,9616291,1.0399019746802588e-07
2022-08-01,Y61,Atorvastatin,Atorvastatin 10mg/5ml oral suspension,2,1200.0,7111137,2.8124897607794646e-07
2022-08-01,Y58,Atorvastatin,Atorvastatin 40mg tablets,127501,4205356.0,6014193,0.02120001802403082
2022-08-01,Y60,Atorvastatin,Lipitor 10mg tablets,488,18424.0,11605875,4.204766982239599e-05
2022-08-01,Y61,Atorvastatin,Atorvastatin 30mg tablets,221,7077.0,7111137,3.1078011856613086e-05
2022-08-01,Y58,Atorvastatin,Lipitor 80mg tablets,52,2104.0,6014193,8.64621404733769e-06
2022-08-01,Y62,Atorvastatin,Atorvastatin 20mg tablets,330744,10859100.0,7714918,0.04287070841193646
2022-08-01,Y62,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,46,1439.0,7714918,5.962474260905949e-06
2022-08-01,Y61,Atorvastatin,Lipitor 20mg chewable tablets,5,236.0,7111137,7.031224401948661e-07
2022-08-01,Y61,Atorvastatin,Atorvastatin 80mg tablets,61771,1807328.0,7111137,0.008686515250655415
2022-08-01,Y58,Atorvastatin,Lipitor 20mg chewable tablets,11,410.0,6014193,1.8290068177060496e-06
2022-08-01,Y59,Atorvastatin,Atorvastatin 10mg/5ml oral suspension,1,300.0,9616291,1.0399019746802588e-07
2022-08-01,Y59,Atorvastatin,Atorvastatin 10mg/5ml oral solution,2,600.0,9616291,2.0798039493605176e-07
2022-08-01,Y63,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,59,2152.0,9036981,6.528729008061431e-06
2022-08-01,Y63,Atorvastatin,Lipitor 10mg tablets,375,12950.0,9036981,4.149615894954299e-05
2022-08-01,Y63,Atorvastatin,Atorvastatin 30mg tablets,96,2744.0,9036981,1.0623016691083006e-05
2022-08-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,17,3750.0,10710176,1.587275503222356e-06
2022-08-01,Y63,Atorvastatin,Atorvastatin 20mg tablets,439261,13256347.0,9036981,0.048607051403560544
2022-08-01,Y58,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,12,3300.0,6014193,1.995280164770236e-06
2022-08-01,Y59,Atorvastatin,Atorvastatin 40mg tablets,169577,6136481.0,9616291,0.017634345716035425
2022-08-01,Y60,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,340,15010.0,11605875,2.9295507663144744e-05
2022-08-01,Y61,Atorvastatin,Lipitor 40mg tablets,286,9422.0,7111137,4.0218603579146346e-05
2022-08-01,Y62,Atorvastatin,Lipitor 20mg chewable tablets,18,490.0,7714918,2.333142102093632e-06
2022-08-01,Y56,Atorvastatin,Lipitor 20mg tablets,459,21958.0,10710176,4.285643858700361e-05
2022-08-01,Y63,Atorvastatin,Atorvastatin 80mg tablets,165549,4151194.0,9036981,0.01831906031450105
2022-08-01,Y56,Atorvastatin,Atorvastatin 40mg tablets,195245,5709494.0,10710176,0.018229859154508758
2022-08-01,Y56,Atorvastatin,Atorvastatin 80mg tablets,88597,2210859.0,10710176,0.00827222633876418
2022-08-01,Y61,Atorvastatin,Lipitor 10mg tablets,483,16656.0,7111137,6.792162772282407e-05
2022-08-01,Y58,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,153,6383.0,6014193,2.543982210082051e-05
2022-08-01,Y62,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,234,9355.0,7714918,3.0330847327217216e-05
2022-08-01,Y59,Atorvastatin,Lipitor 10mg tablets,421,17178.0,9616291,4.3779873134038895e-05
2022-08-01,Y56,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,162,5874.0,10710176,1.5125801854236569e-05
2022-08-01,Y62,Atorvastatin,Lipitor 40mg tablets,249,9275.0,7714918,3.2275132412295245e-05
2022-08-01,Y56,Atorvastatin,Lipitor 10mg tablets,362,18137.0,10710176,3.379963130391135e-05
2022-08-01,Y63,Atorvastatin,Lipitor 80mg tablets,72,2338.0,9036981,7.967262518312254e-06
2022-08-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,36,8400.0,7714918,4.666284204187264e-06
2022-08-01,Y63,Atorvastatin,Lipitor 20mg tablets,353,11836.0,9036981,3.906171762450314e-05
2022-08-01,Y63,Atorvastatin,Atorvastatin 60mg tablets,412,11599.0,9036981,4.559044663256457e-05
2022-08-01,Y58,Atorvastatin,Lipitor 10mg tablets,225,8693.0,6014193,3.741150308944192e-05
2022-08-01,Y61,Atorvastatin,Lipitor 80mg tablets,55,1792.0,7111137,7.734346842143528e-06
2022-08-01,Y61,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,14,2720.0,7111137,1.9687428325456254e-06
2022-08-01,Y59,Atorvastatin,Lipitor 40mg tablets,450,15799.0,9616291,4.679558886061164e-05
2022-08-01,Y59,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,22,5250.0,9616291,2.2877843442965694e-06
2022-08-01,Y60,Atorvastatin,Atorvastatin 10mg tablets,121709,4104990.0,11605875,0.010486843947569657
2022-08-01,Y63,Atorvastatin,Lipitor 20mg chewable tablets,17,826.0,9036981,1.8811592057126158e-06
2022-08-01,Y56,Atorvastatin,Lipitor 40mg tablets,242,9765.0,10710176,2.259533363410648e-05
2022-08-01,Y56,Atorvastatin,Atorvastatin 20mg tablets,278161,10067481.0,10710176,0.025971655367754927
2022-08-01,Y56,Atorvastatin,Lipitor 20mg chewable tablets,12,734.0,10710176,1.1204297669804867e-06
2022-08-01,Y63,Atorvastatin,Atorvastatin 10mg tablets,83737,2482305.0,9036981,0.009266036965221018
2022-08-01,Y58,Atorvastatin,Atorvastatin 20mg tablets,239888,8334990.0,6014193,0.03988698068053353
2022-08-01,Y59,Atorvastatin,Atorvastatin 20mg tablets,282398,10888088.0,9616291,0.02936662378457557
2022-08-01,Y62,Atorvastatin,Atorvastatin 10mg/5ml oral solution,3,730.0,7714918,3.8885701701560535e-07
2022-08-01,Y59,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,242,10215.0,9616291,2.5165627787262263e-05
2022-08-01,Y61,Atorvastatin,Lipitor 20mg tablets,514,16632.0,7111137,7.228098685203224e-05
2022-08-01,Y62,Atorvastatin,Atorvastatin 80mg tablets,92380,2647247.0,7714918,0.011974203743967208
2022-08-01,Y60,Atorvastatin,Atorvastatin 30mg tablets,129,4102.0,11605875,1.1115060260428447e-05
2022-08-01,Y58,Atorvastatin,Atorvastatin 60mg tablets,127,4578.0,6014193,2.1116715077151666e-05
2022-08-01,Y61,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,32,7200.0,7111137,4.499983617247143e-06
2022-08-01,Y61,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,134,5179.0,7111137,1.8843681397222415e-05
2022-08-01,Y58,Atorvastatin,Atorvastatin 80mg tablets,65794,2045586.0,6014193,0.010939788596741076
2022-08-01,Y62,Atorvastatin,Atorvastatin 10mg tablets,72097,2407068.0,7714918,0.0093451414519247
2022-08-01,Y61,Atorvastatin,Atorvastatin 40mg tablets,148956,4564279.0,7111137,0.020946861240333296
2022-08-01,Y58,Atorvastatin,Atorvastatin 30mg tablets,47,1960.0,6014193,7.814847312016758e-06
2022-08-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral solution,3,500.0,7714918,3.8885701701560535e-07
2022-08-01,Y62,Atorvastatin,Lipitor 10mg tablets,328,12992.0,7714918,4.2515033860372855e-05
2022-08-01,Y59,Atorvastatin,Lipitor 20mg chewable tablets,22,1182.0,9616291,2.2877843442965694e-06
2022-08-01,Y62,Atorvastatin,Atorvastatin 30mg tablets,50,1834.0,7714918,6.4809502835934224e-06
2022-08-01,Y63,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,14,3440.0,9036981,1.5491899341162718e-06
2022-08-01,Y56,Atorvastatin,Atorvastatin 30mg tablets,103,3487.0,10710176,9.61702216658251e-06
2022-08-01,Y56,Atorvastatin,Atorvastatin 10mg/5ml oral suspension,2,600.0,10710176,1.8673829449674776e-07
2022-08-01,Y63,Atorvastatin,Atorvastatin 10mg/5ml oral solution,1,150.0,9036981,1.1065642386544798e-07
2022-08-01,Y63,Atorvastatin,Lipitor 40mg tablets,254,8491.0,9036981,2.8106731661823787e-05
2022-08-01,Y56,Atorvastatin,Atorvastatin 10mg/5ml oral solution,4,2850.0,10710176,3.734765889934955e-07
2022-08-01,Y62,Atorvastatin,Atorvastatin 40mg tablets,170906,5335627.0,7714918,0.02215266578335635
2022-08-01,Y56,Atorvastatin,Lipitor 10mg chewable tablets,4,204.0,10710176,3.734765889934955e-07
2022-08-01,Y62,Atorvastatin,Lipitor 20mg tablets,321,12299.0,7714918,4.160770082066977e-05
2022-08-01,Y60,Atorvastatin,Atorvastatin 10mg/5ml oral solution,12,2150.0,11605875,1.0339590939933438e-06
2022-08-01,Y62,Atorvastatin,Lipitor 10mg chewable tablets,3,140.0,7714918,3.8885701701560535e-07
2022-08-01,Y61,Atorvastatin,Atorvastatin 10mg tablets,83485,2699507.0,7111137,0.011740035383933681
2022-08-01,Y60,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,83,2523.0,11605875,7.1515504001206284e-06
2022-08-01,Y58,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,2,250.0,6014193,3.325466941283727e-07
2022-08-01,Y62,Atorvastatin,Atorvastatin 60mg tablets,164,4585.0,7714918,2.1257516930186427e-05
2022-08-01,Y60,Atorvastatin,Lipitor 20mg chewable tablets,20,830.0,11605875,1.7232651566555731e-06
2022-08-01,Y60,Atorvastatin,Atorvastatin 40mg tablets,224564,7276100.0,11605875,0.019349165831960106
2022-08-01,Y59,Atorvastatin,Atorvastatin 10mg tablets,77588,2946951.0,9616291,0.008068391441149191
2022-08-01,Y60,Atorvastatin,Lipitor 80mg tablets,81,2604.0,11605875,6.979223884455071e-06
2022-08-01,Y62,Atorvastatin,Lipitor 80mg tablets,57,2130.0,7714918,7.388283323296502e-06
2022-08-01,Y59,Atorvastatin,Lipitor 80mg tablets,62,2352.0,9616291,6.447392243017604e-06
2022-08-01,Y63,Atorvastatin,Lipitor 10mg chewable tablets,4,174.0,9036981,4.426256954617919e-07
2022-08-01,Y58,Atorvastatin,Lipitor 10mg chewable tablets,2,58.0,6014193,3.325466941283727e-07
2022-08-01,Y59,Atorvastatin,Atorvastatin 60mg tablets,275,9730.0,9616291,2.8597304303707115e-05
2022-08-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral solution,4,1750.0,10710176,3.734765889934955e-07
2022-08-01,Y60,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,24,6880.0,11605875,2.0679181879866877e-06
2022-08-01,Y59,Atorvastatin,Atorvastatin 80mg tablets,73263,2505564.0,9616291,0.007618633837099979
2022-08-01,Y60,Atorvastatin,Atorvastatin 20mg/5ml oral solution,5,700.0,11605875,4.308162891638933e-07
2022-08-01,Y56,Atorvastatin,Lipitor 80mg tablets,72,2561.0,10710176,6.72257860188292e-06
2022-08-01,Y59,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,45,1382.0,9616291,4.6795588860611645e-06
2022-08-01,Y58,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,15,706.0,6014193,2.494100205962795e-06
2022-08-01,Y60,Atorvastatin,Atorvastatin 20mg tablets,496277,16734014.0,11605875,0.042760843107477894
2022-08-01,Y63,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,429,15673.0,9036981,4.747160583827718e-05
2022-08-01,Y63,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,41,12300.0,9036981,4.5369133784833676e-06
2022-08-01,Y59,Atorvastatin,Atorvastatin 20mg/5ml oral solution,1,150.0,9616291,1.0399019746802588e-07
2022-08-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,4,880.0,10710176,3.734765889934955e-07
2022-09-01,Y62,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,256,9590.0,7720914,3.31566962149818e-05
2022-09-01,Y63,Atorvastatin,Atorvastatin 30mg tablets,121,3542.0,9041415,1.3382860979171955e-05
2022-09-01,Y58,Atorvastatin,Lipitor 10mg tablets,210,8569.0,6018753,3.4890948340960326e-05
2022-09-01,Y62,Atorvastatin,Lipitor 80mg tablets,75,2946.0,7720914,9.71387584423295e-06
2022-09-01,Y62,Atorvastatin,Atorvastatin 10mg tablets,71690,2408416.0,7720914,0.009285170123640801
2022-09-01,Y56,Atorvastatin,Lipitor 10mg chewable tablets,6,278.0,10721755,5.59609877300871e-07
2022-09-01,Y63,Atorvastatin,Lipitor 80mg tablets,81,2842.0,9041415,8.958774705065523e-06
2022-09-01,Y56,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,52,1874.0,10721755,4.849952269940882e-06
2022-09-01,Y60,Atorvastatin,Atorvastatin 20mg/5ml oral solution,3,880.0,11617971,2.582206479943873e-07
2022-09-01,Y60,Atorvastatin,Atorvastatin 10mg/5ml oral solution,11,2050.0,11617971,9.468090426460868e-07
2022-09-01,Y59,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,63,2127.0,9626061,6.544733094876502e-06
2022-09-01,Y56,Atorvastatin,Atorvastatin 30mg tablets,85,2958.0,10721755,7.927806595095672e-06
2022-09-01,Y56,Atorvastatin,Atorvastatin 10mg tablets,70501,2622159.0,10721755,0.006575509326598118
2022-09-01,Y63,Atorvastatin,Atorvastatin 10mg/5ml oral suspension,2,300.0,9041415,2.2120431370532158e-07
2022-09-01,Y58,Atorvastatin,Lipitor 80mg tablets,64,2468.0,6018753,1.063343187534029e-05
2022-09-01,Y61,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,38,1312.0,7119310,5.337595918705605e-06
2022-09-01,Y58,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,3,300.0,6018753,4.984421191565761e-07
2022-09-01,Y61,Atorvastatin,Lipitor 20mg tablets,507,16172.0,7119310,7.121476659957215e-05
2022-09-01,Y56,Atorvastatin,Atorvastatin 60mg tablets,279,8589.0,10721755,2.60218592944905e-05
2022-09-01,Y56,Atorvastatin,Atorvastatin 10mg/5ml oral suspension,5,1400.0,10721755,4.6634156441739247e-07
2022-09-01,Y59,Atorvastatin,Atorvastatin 10mg tablets,76585,2904507.0,9626061,0.007956006096366935
2022-09-01,Y61,Atorvastatin,Lipitor 40mg tablets,313,9688.0,7119310,4.396493480407511e-05
2022-09-01,Y56,Atorvastatin,Lipitor 10mg tablets,350,16660.0,10721755,3.264390950921748e-05
2022-09-01,Y60,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,18,4050.0,11617971,1.5493238879663239e-06
2022-09-01,Y60,Atorvastatin,Atorvastatin 30mg tablets,147,5124.0,11617971,1.2652811751724978e-05
2022-09-01,Y59,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,20,4950.0,9626061,2.0776930459925406e-06
2022-09-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral solution,2,290.0,7720914,2.5903668917954534e-07
2022-09-01,Y63,Atorvastatin,Atorvastatin 40mg tablets,267794,7557484.0,9041415,0.02961859399220144
2022-09-01,Y56,Atorvastatin,Atorvastatin 20mg tablets,282765,10358762.0,10721755,0.026373014492496797
2022-09-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,6,1200.0,10721755,5.59609877300871e-07
2022-09-01,Y62,Atorvastatin,Atorvastatin 30mg tablets,52,1820.0,7720914,6.734953918668178e-06
2022-09-01,Y62,Atorvastatin,Lipitor 20mg tablets,331,12824.0,7720914,4.287057205921475e-05
2022-09-01,Y61,Atorvastatin,Atorvastatin 40mg tablets,148568,4575666.0,7119310,0.02086831448553301
2022-09-01,Y63,Atorvastatin,Lipitor 10mg chewable tablets,2,90.0,9041415,2.2120431370532158e-07
2022-09-01,Y61,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,44,10350.0,7119310,6.180374221659122e-06
2022-09-01,Y59,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,4,980.0,9626061,4.155386091985081e-07
2022-09-01,Y62,Atorvastatin,Atorvastatin 20mg tablets,331961,10931340.0,7720914,0.04299503918836552
2022-09-01,Y56,Atorvastatin,Atorvastatin 80mg tablets,89350,2250321.0,10721755,0.008333523756138803
2022-09-01,Y63,Atorvastatin,Atorvastatin 80mg tablets,163764,4118230.0,9041415,0.01811265161481914
2022-09-01,Y61,Atorvastatin,Atorvastatin 10mg/5ml oral suspension,1,600.0,7119310,1.4046305049225275e-07
2022-09-01,Y60,Atorvastatin,Lipitor 10mg chewable tablets,4,174.0,11617971,3.4429419732584976e-07
2022-09-01,Y56,Atorvastatin,Lipitor 80mg tablets,86,3535.0,10721755,8.02107490797915e-06
2022-09-01,Y63,Atorvastatin,Lipitor 10mg tablets,334,11183.0,9041415,3.6941120388788705e-05
2022-09-01,Y59,Atorvastatin,Lipitor 20mg chewable tablets,15,806.0,9626061,1.5582697844944053e-06
2022-09-01,Y62,Atorvastatin,Lipitor 10mg tablets,307,11592.0,7720914,3.9762131789060205e-05
2022-09-01,Y62,Atorvastatin,Atorvastatin 10mg/5ml oral solution,3,730.0,7720914,3.88555033769318e-07
2022-09-01,Y60,Atorvastatin,Atorvastatin 20mg tablets,493483,16657287.0,11617971,0.042475833344738076
2022-09-01,Y59,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,216,9608.0,9626061,2.2439084896719435e-05
2022-09-01,Y62,Atorvastatin,Atorvastatin 40mg tablets,169831,5323878.0,7720914,0.02199622998002568
2022-09-01,Y59,Atorvastatin,Lipitor 10mg tablets,406,16795.0,9626061,4.217716883364857e-05
2022-09-01,Y61,Atorvastatin,Lipitor 10mg tablets,489,16135.0,7119310,6.86864316907116e-05
2022-09-01,Y59,Atorvastatin,Atorvastatin 80mg tablets,73017,2489195.0,9626061,0.007585345656961866
2022-09-01,Y62,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,51,1730.0,7720914,6.605435574078406e-06
2022-09-01,Y60,Atorvastatin,Lipitor 80mg tablets,103,3444.0,11617971,8.865575581140632e-06
2022-09-01,Y58,Atorvastatin,Atorvastatin 60mg tablets,138,4832.0,6018753,2.29283374812025e-05
2022-09-01,Y61,Atorvastatin,Lipitor 80mg tablets,65,2268.0,7119310,9.13009828199643e-06
2022-09-01,Y61,Atorvastatin,Lipitor 20mg chewable tablets,6,236.0,7119310,8.427783029535166e-07
2022-09-01,Y62,Atorvastatin,Lipitor 40mg tablets,234,8582.0,7720914,3.0307292634006802e-05
2022-09-01,Y59,Atorvastatin,Lipitor 20mg tablets,588,21650.0,9626061,6.108417555218069e-05
2022-09-01,Y59,Atorvastatin,Atorvastatin 60mg tablets,279,10199.0,9626061,2.898381799159594e-05
2022-09-01,Y58,Atorvastatin,Lipitor 40mg tablets,168,5831.0,6018753,2.791275867276826e-05
2022-09-01,Y58,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,144,6302.0,6018753,2.3925221719515654e-05
2022-09-01,Y59,Atorvastatin,Atorvastatin 10mg/5ml oral solution,2,600.0,9626061,2.0776930459925406e-07
2022-09-01,Y60,Atorvastatin,Atorvastatin 60mg tablets,369,11515.0,11617971,3.176113970330964e-05
2022-09-01,Y58,Atorvastatin,Atorvastatin 80mg tablets,65958,2057789.0,6018753,0.010958748431776483
2022-09-01,Y61,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,145,6170.0,7119310,2.0367142321376652e-05
2022-09-01,Y62,Atorvastatin,Lipitor 10mg chewable tablets,4,308.0,7720914,5.180733783590907e-07
2022-09-01,Y58,Atorvastatin,Lipitor 20mg tablets,250,9501.0,6018753,4.153684326304801e-05
2022-09-01,Y59,Atorvastatin,Atorvastatin 40mg tablets,167916,6086833.0,9626061,0.017443895275544172
2022-09-01,Y63,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,47,13200.0,9041415,5.198301372075057e-06
2022-09-01,Y59,Atorvastatin,Atorvastatin 30mg tablets,120,5107.0,9626061,1.2466158275955243e-05
2022-09-01,Y60,Atorvastatin,Atorvastatin 10mg tablets,119682,4030834.0,11617971,0.010301454531088088
2022-09-01,Y60,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,124,3886.0,11617971,1.0673120117101342e-05
2022-09-01,Y60,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,370,15037.0,11617971,3.18472132526411e-05
2022-09-01,Y59,Atorvastatin,Lipitor 80mg tablets,67,2996.0,9626061,6.960271704075011e-06
2022-09-01,Y56,Atorvastatin,Atorvastatin 40mg tablets,196486,5805986.0,10721755,0.018325917725223156
